,Unnamed: 0,session,method,gender,emotion,n_annotators,agreement,path
2154,2154,2,script,F,neu,3,2,Ses05F_impro06_M025
2155,2155,2,impro,M,exc,4,3,Ses05F_impro06_M025
2156,2156,2,impro,M,exc,4,2,Ses05F_impro06_M025
2157,2157,2,impro,M,exc,4,2,Ses05F_impro06_M025
2158,2158,2,impro,M,fru,4,3,Ses05F_impro06_M025
2159,2159,2,impro,M,fru,4,3,Ses05F_impro06_M025
2160,2160,2,impro,M,fru,4,4,Ses05F_impro06_M025
2161,2161,2,impro,M,neu,4,3,Ses05F_impro06_M025
2162,2162,2,impro,M,neu,4,2,Ses05F_impro06_M025
2163,2163,2,impro,M,neu,4,2,Ses05F_impro06_M025
2164,2164,2,impro,M,fru,4,3,Ses05F_impro06_M025
2165,2165,2,impro,M,neu,4,2,Ses05F_impro06_M025
2166,2166,2,impro,M,fru,4,2,Ses05F_impro06_M025
2167,2167,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2168,2168,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2169,2169,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2170,2170,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2171,2171,2,impro,M,fru,4,3,Ses05F_impro06_M025
2172,2172,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2173,2173,2,impro,M,fea,4,3,Ses05F_impro06_M025
2174,2174,2,impro,M,neu,4,2,Ses05F_impro06_M025
2175,2175,2,impro,M,sur,4,4,Ses05F_impro06_M025
2176,2176,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2177,2177,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2178,2178,2,impro,M,hap,4,3,Ses05F_impro06_M025
2179,2179,2,impro,M,hap,4,2,Ses05F_impro06_M025
2180,2180,2,impro,M,neu,4,3,Ses05F_impro06_M025
2181,2181,2,impro,M,neu,4,3,Ses05F_impro06_M025
2182,2182,2,impro,M,neu,4,3,Ses05F_impro06_M025
2183,2183,2,impro,M,hap,4,3,Ses05F_impro06_M025
2184,2184,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2185,2185,2,impro,M,hap,4,3,Ses05F_impro06_M025
2186,2186,2,impro,M,neu,3,2,Ses05F_impro06_M025
2187,2187,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2188,2188,2,impro,M,neu,3,2,Ses05F_impro06_M025
2189,2189,2,impro,M,neu,3,3,Ses05F_impro06_M025
2190,2190,2,impro,M,neu,3,3,Ses05F_impro06_M025
2191,2191,2,impro,M,neu,3,2,Ses05F_impro06_M025
2192,2192,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2193,2193,2,impro,M,neu,3,3,Ses05F_impro06_M025
2194,2194,2,impro,M,neu,3,3,Ses05F_impro06_M025
2195,2195,2,impro,M,neu,3,3,Ses05F_impro06_M025
2196,2196,2,impro,M,neu,3,2,Ses05F_impro06_M025
2197,2197,2,impro,M,neu,3,3,Ses05F_impro06_M025
2198,2198,2,impro,M,neu,3,3,Ses05F_impro06_M025
2199,2199,2,impro,M,neu,3,3,Ses05F_impro06_M025
2200,2200,2,impro,M,neu,3,3,Ses05F_impro06_M025
2201,2201,2,impro,M,neu,3,3,Ses05F_impro06_M025
2202,2202,2,impro,M,neu,3,3,Ses05F_impro06_M025
2203,2203,2,impro,M,neu,3,3,Ses05F_impro06_M025
2204,2204,2,impro,M,neu,3,3,Ses05F_impro06_M025
2205,2205,2,impro,M,neu,3,2,Ses05F_impro06_M025
2206,2206,2,impro,M,neu,3,3,Ses05F_impro06_M025
2207,2207,2,impro,M,neu,3,3,Ses05F_impro06_M025
2208,2208,2,impro,M,neu,3,3,Ses05F_impro06_M025
2209,2209,2,impro,M,neu,3,3,Ses05F_impro06_M025
2210,2210,2,impro,M,neu,3,3,Ses05F_impro06_M025
2211,2211,2,impro,M,neu,3,3,Ses05F_impro06_M025
2212,2212,2,impro,M,neu,3,3,Ses05F_impro06_M025
2213,2213,2,impro,M,neu,3,3,Ses05F_impro06_M025
2214,2214,2,impro,M,neu,3,3,Ses05F_impro06_M025
2215,2215,2,impro,M,neu,3,3,Ses05F_impro06_M025
2216,2216,2,impro,M,neu,3,3,Ses05F_impro06_M025
2217,2217,2,impro,M,neu,3,3,Ses05F_impro06_M025
2218,2218,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2219,2219,2,impro,F,exc,4,4,Ses05F_impro06_M025
2220,2220,2,impro,F,exc,4,4,Ses05F_impro06_M025
2221,2221,2,impro,F,exc,4,3,Ses05F_impro06_M025
2222,2222,2,impro,F,exc,4,4,Ses05F_impro06_M025
2223,2223,2,impro,F,exc,4,4,Ses05F_impro06_M025
2224,2224,2,impro,F,exc,4,4,Ses05F_impro06_M025
2225,2225,2,impro,F,exc,4,4,Ses05F_impro06_M025
2226,2226,2,impro,F,exc,4,3,Ses05F_impro06_M025
2227,2227,2,impro,F,exc,4,4,Ses05F_impro06_M025
2228,2228,2,impro,F,exc,4,3,Ses05F_impro06_M025
2229,2229,2,impro,F,exc,4,3,Ses05F_impro06_M025
2230,2230,2,impro,F,exc,4,3,Ses05F_impro06_M025
2231,2231,2,impro,F,exc,4,3,Ses05F_impro06_M025
2232,2232,2,impro,F,exc,4,2,Ses05F_impro06_M025
2233,2233,2,impro,F,exc,4,2,Ses05F_impro06_M025
2234,2234,2,impro,F,exc,4,2,Ses05F_impro06_M025
2235,2235,2,impro,F,exc,4,2,Ses05F_impro06_M025
2236,2236,2,impro,F,exc,4,4,Ses05F_impro06_M025
2237,2237,2,impro,F,exc,4,4,Ses05F_impro06_M025
2238,2238,2,impro,F,exc,4,3,Ses05F_impro06_M025
2239,2239,2,impro,F,exc,4,3,Ses05F_impro06_M025
2240,2240,2,impro,F,exc,4,2,Ses05F_impro06_M025
2241,2241,2,impro,F,exc,4,2,Ses05F_impro06_M025
2242,2242,2,impro,F,exc,4,2,Ses05F_impro06_M025
2243,2243,2,impro,F,exc,4,2,Ses05F_impro06_M025
2244,2244,2,impro,F,exc,4,4,Ses05F_impro06_M025
2245,2245,2,impro,F,exc,4,2,Ses05F_impro06_M025
2246,2246,2,impro,F,exc,4,2,Ses05F_impro06_M025
2247,2247,2,impro,F,exc,4,3,Ses05F_impro06_M025
2248,2248,2,impro,F,exc,4,4,Ses05F_impro06_M025
2249,2249,2,impro,F,exc,4,2,Ses05F_impro06_M025
2250,2250,2,impro,F,exc,4,2,Ses05F_impro06_M025
2251,2251,2,impro,F,exc,4,4,Ses05F_impro06_M025
2252,2252,2,impro,F,exc,4,2,Ses05F_impro06_M025
2253,2253,2,impro,F,exc,4,4,Ses05F_impro06_M025
2254,2254,2,impro,F,exc,4,4,Ses05F_impro06_M025
2255,2255,2,impro,F,exc,4,3,Ses05F_impro06_M025
2256,2256,2,impro,F,neu,3,2,Ses05F_impro06_M025
2257,2257,2,impro,F,exc,3,2,Ses05F_impro06_M025
2258,2258,2,impro,F,exc,3,2,Ses05F_impro06_M025
2259,2259,2,impro,F,exc,3,2,Ses05F_impro06_M025
2260,2260,2,impro,F,exc,3,2,Ses05F_impro06_M025
2261,2261,2,impro,F,exc,3,3,Ses05F_impro06_M025
2262,2262,2,impro,F,exc,3,3,Ses05F_impro06_M025
2263,2263,2,impro,F,exc,3,3,Ses05F_impro06_M025
2264,2264,2,impro,F,exc,3,3,Ses05F_impro06_M025
2265,2265,2,impro,F,exc,3,2,Ses05F_impro06_M025
2266,2266,2,impro,F,exc,3,2,Ses05F_impro06_M025
2267,2267,2,impro,F,exc,3,3,Ses05F_impro06_M025
2268,2268,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2269,2269,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2270,2270,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2271,2271,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2272,2272,2,impro,F,neu,3,2,Ses05F_impro06_M025
2273,2273,2,impro,F,exc,3,2,Ses05F_impro06_M025
2274,2274,2,impro,F,hap,3,2,Ses05F_impro06_M025
2275,2275,2,impro,F,hap,3,2,Ses05F_impro06_M025
2276,2276,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2277,2277,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2278,2278,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2279,2279,2,impro,F,exc,3,2,Ses05F_impro06_M025
2280,2280,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2281,2281,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2282,2282,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2283,2283,2,impro,F,exc,3,2,Ses05F_impro06_M025
2284,2284,2,impro,F,exc,3,2,Ses05F_impro06_M025
2285,2285,2,impro,F,exc,3,2,Ses05F_impro06_M025
2286,2286,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2287,2287,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2288,2288,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2289,2289,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2290,2290,2,impro,F,exc,3,2,Ses05F_impro06_M025
2291,2291,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2292,2292,2,impro,M,neu,4,4,Ses05F_impro06_M025
2293,2293,2,impro,M,neu,4,4,Ses05F_impro06_M025
2294,2294,2,impro,M,neu,4,4,Ses05F_impro06_M025
2295,2295,2,impro,M,neu,4,4,Ses05F_impro06_M025
2296,2296,2,impro,M,neu,4,4,Ses05F_impro06_M025
2297,2297,2,impro,M,neu,4,4,Ses05F_impro06_M025
2298,2298,2,impro,M,neu,4,4,Ses05F_impro06_M025
2299,2299,2,impro,M,neu,4,4,Ses05F_impro06_M025
2300,2300,2,impro,M,neu,4,4,Ses05F_impro06_M025
2301,2301,2,impro,M,neu,4,3,Ses05F_impro06_M025
2302,2302,2,impro,M,neu,4,3,Ses05F_impro06_M025
2303,2303,2,impro,M,neu,4,4,Ses05F_impro06_M025
2304,2304,2,impro,M,neu,4,3,Ses05F_impro06_M025
2305,2305,2,impro,M,neu,4,4,Ses05F_impro06_M025
2306,2306,2,impro,M,neu,4,4,Ses05F_impro06_M025
2307,2307,2,impro,M,neu,4,3,Ses05F_impro06_M025
2308,2308,2,impro,M,neu,4,4,Ses05F_impro06_M025
2309,2309,2,impro,M,neu,4,3,Ses05F_impro06_M025
2310,2310,2,impro,M,neu,4,4,Ses05F_impro06_M025
2311,2311,2,impro,M,neu,4,3,Ses05F_impro06_M025
2312,2312,2,impro,M,neu,4,2,Ses05F_impro06_M025
2313,2313,2,impro,M,neu,4,2,Ses05F_impro06_M025
2314,2314,2,impro,M,fru,4,3,Ses05F_impro06_M025
2315,2315,2,impro,M,neu,4,3,Ses05F_impro06_M025
2316,2316,2,impro,M,neu,4,3,Ses05F_impro06_M025
2317,2317,2,impro,M,neu,4,3,Ses05F_impro06_M025
2318,2318,2,impro,M,neu,4,3,Ses05F_impro06_M025
2319,2319,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2320,2320,2,impro,M,fru,4,3,Ses05F_impro06_M025
2321,2321,2,impro,M,fru,4,3,Ses05F_impro06_M025
2322,2322,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2323,2323,2,impro,M,neu,3,3,Ses05F_impro06_M025
2324,2324,2,impro,M,neu,3,2,Ses05F_impro06_M025
2325,2325,2,impro,M,neu,3,2,Ses05F_impro06_M025
2326,2326,2,impro,M,neu,3,2,Ses05F_impro06_M025
2327,2327,2,impro,M,sur,3,2,Ses05F_impro06_M025
2328,2328,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2329,2329,2,impro,M,fru,3,2,Ses05F_impro06_M025
2330,2330,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2331,2331,2,impro,M,fru,3,2,Ses05F_impro06_M025
2332,2332,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2333,2333,2,impro,M,fru,3,2,Ses05F_impro06_M025
2334,2334,2,impro,M,fru,3,2,Ses05F_impro06_M025
2335,2335,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2336,2336,2,impro,M,ang,3,2,Ses05F_impro06_M025
2337,2337,2,impro,M,fru,3,2,Ses05F_impro06_M025
2338,2338,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2339,2339,2,impro,M,ang,3,2,Ses05F_impro06_M025
2340,2340,2,impro,M,fru,3,2,Ses05F_impro06_M025
2341,2341,2,impro,M,ang,3,2,Ses05F_impro06_M025
2342,2342,2,impro,M,fru,3,2,Ses05F_impro06_M025
2343,2343,2,impro,M,fru,3,3,Ses05F_impro06_M025
2344,2344,2,impro,M,fru,3,3,Ses05F_impro06_M025
2345,2345,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2346,2346,2,impro,M,fru,3,2,Ses05F_impro06_M025
2347,2347,2,impro,M,fru,3,3,Ses05F_impro06_M025
2348,2348,2,impro,M,ang,3,2,Ses05F_impro06_M025
2349,2349,2,impro,M,ang,3,2,Ses05F_impro06_M025
2350,2350,2,impro,M,fru,3,2,Ses05F_impro06_M025
2351,2351,2,impro,M,fru,3,3,Ses05F_impro06_M025
2352,2352,2,script,F,xxx,0,0,Ses05F_impro06_M025
2353,2353,2,script,F,xxx,0,0,Ses05F_impro06_M025
2354,2354,2,script,F,xxx,0,0,Ses05F_impro06_M025
2355,2355,2,script,F,xxx,0,0,Ses05F_impro06_M025
2356,2356,2,script,F,xxx,0,0,Ses05F_impro06_M025
2357,2357,2,script,F,xxx,0,0,Ses05F_impro06_M025
2358,2358,2,script,F,xxx,0,0,Ses05F_impro06_M025
2359,2359,2,script,F,xxx,0,0,Ses05F_impro06_M025
2360,2360,2,script,F,xxx,0,0,Ses05F_impro06_M025
2361,2361,2,script,F,sad,3,2,Ses05F_impro06_M025
2362,2362,2,script,F,xxx,0,0,Ses05F_impro06_M025
2363,2363,2,script,F,xxx,0,0,Ses05F_impro06_M025
2364,2364,2,script,F,hap,3,2,Ses05F_impro06_M025
2365,2365,2,script,F,hap,3,2,Ses05F_impro06_M025
2366,2366,2,script,F,hap,3,2,Ses05F_impro06_M025
2367,2367,2,script,F,xxx,0,0,Ses05F_impro06_M025
2368,2368,2,script,F,hap,3,2,Ses05F_impro06_M025
2369,2369,2,script,F,xxx,0,0,Ses05F_impro06_M025
2370,2370,2,script,F,xxx,0,0,Ses05F_impro06_M025
2371,2371,2,script,F,xxx,0,0,Ses05F_impro06_M025
2372,2372,2,script,F,sad,3,2,Ses05F_impro06_M025
2373,2373,2,script,F,sad,3,2,Ses05F_impro06_M025
2374,2374,2,script,F,sad,3,2,Ses05F_impro06_M025
2375,2375,2,script,F,sad,3,2,Ses05F_impro06_M025
2376,2376,2,script,F,sad,3,2,Ses05F_impro06_M025
2377,2377,2,script,F,sad,3,3,Ses05F_impro06_M025
2378,2378,2,script,F,sad,3,2,Ses05F_impro06_M025
2379,2379,2,script,F,xxx,0,0,Ses05F_impro06_M025
2380,2380,2,script,F,xxx,0,0,Ses05F_impro06_M025
2381,2381,2,script,F,hap,3,2,Ses05F_impro06_M025
2382,2382,2,script,F,xxx,0,0,Ses05F_impro06_M025
2383,2383,2,script,F,neu,3,2,Ses05F_impro06_M025
2384,2384,2,script,F,xxx,0,0,Ses05F_impro06_M025
2385,2385,2,script,F,xxx,0,0,Ses05F_impro06_M025
2386,2386,2,script,F,xxx,0,0,Ses05F_impro06_M025
2387,2387,2,script,F,xxx,0,0,Ses05F_impro06_M025
2388,2388,2,script,F,xxx,0,0,Ses05F_impro06_M025
2389,2389,2,script,F,xxx,0,0,Ses05F_impro06_M025
2390,2390,2,script,F,xxx,0,0,Ses05F_impro06_M025
2391,2391,2,script,F,xxx,0,0,Ses05F_impro06_M025
2392,2392,2,script,F,exc,3,2,Ses05F_impro06_M025
2393,2393,2,script,F,xxx,0,0,Ses05F_impro06_M025
2394,2394,2,script,F,xxx,0,0,Ses05F_impro06_M025
2395,2395,2,script,F,xxx,0,0,Ses05F_impro06_M025
2396,2396,2,script,F,xxx,0,0,Ses05F_impro06_M025
2397,2397,2,script,F,xxx,0,0,Ses05F_impro06_M025
2398,2398,2,script,F,xxx,0,0,Ses05F_impro06_M025
2399,2399,2,script,F,xxx,0,0,Ses05F_impro06_M025
2400,2400,2,script,F,xxx,0,0,Ses05F_impro06_M025
2401,2401,2,script,F,xxx,0,0,Ses05F_impro06_M025
2402,2402,2,script,F,sad,3,3,Ses05F_impro06_M025
2403,2403,2,script,F,sad,3,3,Ses05F_impro06_M025
2404,2404,2,script,F,sad,3,3,Ses05F_impro06_M025
2405,2405,2,script,F,sad,3,3,Ses05F_impro06_M025
2406,2406,2,script,F,sad,3,3,Ses05F_impro06_M025
2407,2407,2,script,F,sad,3,3,Ses05F_impro06_M025
2408,2408,2,script,F,sad,3,3,Ses05F_impro06_M025
2409,2409,2,script,F,sad,3,3,Ses05F_impro06_M025
2410,2410,2,script,F,sad,3,3,Ses05F_impro06_M025
2411,2411,2,script,F,sad,3,3,Ses05F_impro06_M025
2412,2412,2,script,F,sad,3,2,Ses05F_impro06_M025
2413,2413,2,script,F,sad,3,2,Ses05F_impro06_M025
2414,2414,2,script,F,sad,3,2,Ses05F_impro06_M025
2415,2415,2,script,F,sad,3,3,Ses05F_impro06_M025
2416,2416,2,script,F,sad,3,3,Ses05F_impro06_M025
2417,2417,2,script,F,xxx,0,0,Ses05F_impro06_M025
2418,2418,2,script,F,xxx,0,0,Ses05F_impro06_M025
2419,2419,2,impro,F,fru,4,3,Ses05F_impro06_M025
2420,2420,2,impro,F,fru,4,4,Ses05F_impro06_M025
2421,2421,2,impro,F,fru,4,4,Ses05F_impro06_M025
2422,2422,2,impro,F,fru,4,3,Ses05F_impro06_M025
2423,2423,2,impro,F,fru,4,4,Ses05F_impro06_M025
2424,2424,2,impro,F,fru,4,3,Ses05F_impro06_M025
2425,2425,2,impro,F,fru,4,3,Ses05F_impro06_M025
2426,2426,2,impro,F,fru,4,3,Ses05F_impro06_M025
2427,2427,2,impro,F,fru,4,3,Ses05F_impro06_M025
2428,2428,2,impro,F,sad,4,2,Ses05F_impro06_M025
2429,2429,2,impro,F,fru,4,3,Ses05F_impro06_M025
2430,2430,2,impro,F,fru,4,3,Ses05F_impro06_M025
2431,2431,2,impro,F,fru,4,3,Ses05F_impro06_M025
2432,2432,2,impro,F,fru,4,3,Ses05F_impro06_M025
2433,2433,2,impro,F,fru,4,2,Ses05F_impro06_M025
2434,2434,2,impro,F,fru,4,4,Ses05F_impro06_M025
2435,2435,2,impro,F,sad,4,3,Ses05F_impro06_M025
2436,2436,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2437,2437,2,impro,F,neu,3,2,Ses05F_impro06_M025
2438,2438,2,impro,F,neu,3,2,Ses05F_impro06_M025
2439,2439,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2440,2440,2,impro,F,neu,3,2,Ses05F_impro06_M025
2441,2441,2,impro,F,neu,3,2,Ses05F_impro06_M025
2442,2442,2,impro,F,neu,3,2,Ses05F_impro06_M025
2443,2443,2,impro,F,neu,3,2,Ses05F_impro06_M025
2444,2444,2,impro,F,neu,3,2,Ses05F_impro06_M025
2445,2445,2,impro,F,neu,3,3,Ses05F_impro06_M025
2446,2446,2,impro,F,neu,3,3,Ses05F_impro06_M025
2447,2447,2,impro,F,neu,3,2,Ses05F_impro06_M025
2448,2448,2,impro,F,neu,3,2,Ses05F_impro06_M025
2449,2449,2,impro,F,neu,3,2,Ses05F_impro06_M025
2450,2450,2,impro,F,neu,3,2,Ses05F_impro06_M025
2451,2451,2,impro,F,fru,3,2,Ses05F_impro06_M025
2452,2452,2,impro,F,neu,3,2,Ses05F_impro06_M025
2453,2453,2,impro,F,neu,3,2,Ses05F_impro06_M025
2454,2454,2,impro,F,neu,3,2,Ses05F_impro06_M025
2455,2455,2,impro,F,neu,3,2,Ses05F_impro06_M025
2456,2456,2,impro,F,neu,3,2,Ses05F_impro06_M025
2457,2457,2,impro,F,xxx,0,0,Ses05F_impro06_M025
2458,2458,2,script,M,neu,3,2,Ses05F_impro06_M025
2459,2459,2,script,M,neu,3,2,Ses05F_impro06_M025
2460,2460,2,script,M,fru,3,2,Ses05F_impro06_M025
2461,2461,2,script,M,fru,3,2,Ses05F_impro06_M025
2462,2462,2,script,M,fru,3,2,Ses05F_impro06_M025
2463,2463,2,script,M,neu,3,2,Ses05F_impro06_M025
2464,2464,2,script,M,neu,3,2,Ses05F_impro06_M025
2465,2465,2,script,M,fru,3,2,Ses05F_impro06_M025
2466,2466,2,script,M,fru,3,2,Ses05F_impro06_M025
2467,2467,2,script,M,fru,3,2,Ses05F_impro06_M025
2468,2468,2,script,M,fru,3,2,Ses05F_impro06_M025
2469,2469,2,script,M,neu,3,2,Ses05F_impro06_M025
2470,2470,2,script,M,fru,3,2,Ses05F_impro06_M025
2471,2471,2,script,M,fru,3,2,Ses05F_impro06_M025
2472,2472,2,script,M,fru,3,2,Ses05F_impro06_M025
2473,2473,2,script,M,fru,3,3,Ses05F_impro06_M025
2474,2474,2,script,M,sad,3,2,Ses05F_impro06_M025
2475,2475,2,script,M,neu,3,2,Ses05F_impro06_M025
2476,2476,2,script,M,ang,3,2,Ses05F_impro06_M025
2477,2477,2,script,M,fru,3,2,Ses05F_impro06_M025
2478,2478,2,script,M,neu,3,2,Ses05F_impro06_M025
2479,2479,2,script,M,neu,3,2,Ses05F_impro06_M025
2480,2480,2,script,M,fru,3,2,Ses05F_impro06_M025
2481,2481,2,script,M,exc,3,2,Ses05F_impro06_M025
2482,2482,2,script,M,exc,3,2,Ses05F_impro06_M025
2483,2483,2,script,M,xxx,0,0,Ses05F_impro06_M025
2484,2484,2,script,M,exc,3,3,Ses05F_impro06_M025
2485,2485,2,script,M,exc,3,3,Ses05F_impro06_M025
2486,2486,2,script,M,exc,3,3,Ses05F_impro06_M025
2487,2487,2,script,M,exc,3,2,Ses05F_impro06_M025
2488,2488,2,script,M,fru,3,2,Ses05F_impro06_M025
2489,2489,2,script,M,fru,3,2,Ses05F_impro06_M025
2490,2490,2,script,M,xxx,0,0,Ses05F_impro06_M025
2491,2491,2,script,M,xxx,0,0,Ses05F_impro06_M025
2492,2492,2,script,M,xxx,0,0,Ses05F_impro06_M025
2493,2493,2,script,M,xxx,0,0,Ses05F_impro06_M025
2494,2494,2,script,M,exc,3,3,Ses05F_impro06_M025
2495,2495,2,script,M,exc,3,2,Ses05F_impro06_M025
2496,2496,2,script,M,exc,3,3,Ses05F_impro06_M025
2497,2497,2,script,M,exc,3,2,Ses05F_impro06_M025
2498,2498,2,script,M,xxx,0,0,Ses05F_impro06_M025
2499,2499,2,script,M,fru,3,2,Ses05F_impro06_M025
2500,2500,2,script,M,xxx,0,0,Ses05F_impro06_M025
2501,2501,2,script,M,xxx,0,0,Ses05F_impro06_M025
2502,2502,2,script,M,xxx,0,0,Ses05F_impro06_M025
2503,2503,2,script,M,sur,3,2,Ses05F_impro06_M025
2504,2504,2,script,M,exc,3,3,Ses05F_impro06_M025
2505,2505,2,script,M,exc,3,3,Ses05F_impro06_M025
2506,2506,2,script,M,exc,3,3,Ses05F_impro06_M025
2507,2507,2,script,M,exc,3,3,Ses05F_impro06_M025
2508,2508,2,script,M,fru,3,2,Ses05F_impro06_M025
2509,2509,2,script,M,exc,3,3,Ses05F_impro06_M025
2510,2510,2,script,M,exc,3,2,Ses05F_impro06_M025
2511,2511,2,script,M,sur,3,2,Ses05F_impro06_M025
2512,2512,2,script,M,xxx,0,0,Ses05F_impro06_M025
2513,2513,2,script,M,fru,3,2,Ses05F_impro06_M025
2514,2514,2,script,M,xxx,0,0,Ses05F_impro06_M025
2515,2515,2,script,M,fru,3,2,Ses05F_impro06_M025
2516,2516,2,script,M,exc,3,3,Ses05F_impro06_M025
2517,2517,2,script,M,exc,3,3,Ses05F_impro06_M025
2518,2518,2,script,M,exc,3,3,Ses05F_impro06_M025
2519,2519,2,script,M,exc,3,3,Ses05F_impro06_M025
2520,2520,2,script,M,exc,3,3,Ses05F_impro06_M025
2521,2521,2,script,M,exc,3,3,Ses05F_impro06_M025
2522,2522,2,script,M,exc,3,3,Ses05F_impro06_M025
2523,2523,2,script,M,exc,3,3,Ses05F_impro06_M025
2524,2524,2,script,M,xxx,0,0,Ses05F_impro06_M025
2525,2525,2,script,M,xxx,0,0,Ses05F_impro06_M025
2526,2526,2,impro,M,neu,4,3,Ses05F_impro06_M025
2527,2527,2,impro,M,neu,4,4,Ses05F_impro06_M025
2528,2528,2,impro,M,neu,4,4,Ses05F_impro06_M025
2529,2529,2,impro,M,neu,4,4,Ses05F_impro06_M025
2530,2530,2,impro,M,neu,4,3,Ses05F_impro06_M025
2531,2531,2,impro,M,neu,4,3,Ses05F_impro06_M025
2532,2532,2,impro,M,neu,4,2,Ses05F_impro06_M025
2533,2533,2,impro,M,fru,4,3,Ses05F_impro06_M025
2534,2534,2,impro,M,fru,4,3,Ses05F_impro06_M025
2535,2535,2,impro,M,fru,4,2,Ses05F_impro06_M025
2536,2536,2,impro,M,fru,4,3,Ses05F_impro06_M025
2537,2537,2,impro,M,fru,4,3,Ses05F_impro06_M025
2538,2538,2,impro,M,fru,4,2,Ses05F_impro06_M025
2539,2539,2,impro,M,fru,4,3,Ses05F_impro06_M025
2540,2540,2,impro,M,fru,4,3,Ses05F_impro06_M025
2541,2541,2,impro,M,neu,4,2,Ses05F_impro06_M025
2542,2542,2,impro,M,neu,4,2,Ses05F_impro06_M025
2543,2543,2,impro,M,fru,4,3,Ses05F_impro06_M025
2544,2544,2,impro,M,fru,4,3,Ses05F_impro06_M025
2545,2545,2,impro,M,fru,4,3,Ses05F_impro06_M025
2546,2546,2,impro,M,fru,4,3,Ses05F_impro06_M025
2547,2547,2,impro,M,fru,4,2,Ses05F_impro06_M025
2548,2548,2,impro,M,fru,4,2,Ses05F_impro06_M025
2549,2549,2,impro,M,fru,4,3,Ses05F_impro06_M025
2550,2550,2,impro,M,fru,4,3,Ses05F_impro06_M025
2551,2551,2,impro,M,fru,3,3,Ses05F_impro06_M025
2552,2552,2,impro,M,neu,3,2,Ses05F_impro06_M025
2553,2553,2,impro,M,neu,3,2,Ses05F_impro06_M025
2554,2554,2,impro,M,neu,3,2,Ses05F_impro06_M025
2555,2555,2,impro,M,neu,3,2,Ses05F_impro06_M025
2556,2556,2,impro,M,neu,3,2,Ses05F_impro06_M025
2557,2557,2,impro,M,fru,3,3,Ses05F_impro06_M025
2558,2558,2,impro,M,ang,3,3,Ses05F_impro06_M025
2559,2559,2,impro,M,ang,3,2,Ses05F_impro06_M025
2560,2560,2,impro,M,ang,3,2,Ses05F_impro06_M025
2561,2561,2,impro,M,ang,3,2,Ses05F_impro06_M025
2562,2562,2,impro,M,ang,3,2,Ses05F_impro06_M025
2563,2563,2,impro,M,fru,3,3,Ses05F_impro06_M025
2564,2564,2,impro,M,fru,3,3,Ses05F_impro06_M025
2565,2565,2,impro,M,fru,3,2,Ses05F_impro06_M025
2566,2566,2,impro,M,fru,3,2,Ses05F_impro06_M025
2567,2567,2,impro,M,xxx,0,0,Ses05F_impro06_M025
2568,2568,2,impro,M,fru,3,2,Ses05F_impro06_M025
2569,2569,2,impro,M,ang,3,2,Ses05F_impro06_M025
2570,2570,2,impro,M,ang,3,2,Ses05F_impro06_M025
2571,2571,2,impro,M,fru,3,2,Ses05F_impro06_M025
2572,2572,2,impro,M,fru,3,2,Ses05F_impro06_M025
2573,2573,2,impro,M,fru,3,2,Ses05F_impro06_M025
2574,2574,2,impro,M,exc,4,2,Ses05F_impro06_M025
2575,2575,2,impro,M,exc,4,2,Ses05F_impro06_M025
2576,2576,2,impro,M,sur,4,4,Ses05F_impro06_M025
2577,2577,2,impro,M,exc,4,3,Ses05F_impro06_M025
